Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,,,,,,,
147,Fabio Daprelà,ch SUI,MF,Palermo,24,1991,5,1,154,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
148,Sebastien De Maio,fr FRA,DF,Genoa,28,1987,28,25,"2,234",24.8,1,1,2,1,0,0,6,1,0.04,0.04,0.08,0.04,0.08,Matches
149,Daniele De Rossi,it ITA,"MF,DF",Roma,32,1983,24,23,"1,905",21.2,1,2,3,1,0,0,9,0,0.05,0.09,0.14,0.05,0.14,Matches
150,Morgan De Sanctis,it ITA,GK,Roma,38,1977,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
151,Mattia De Sciglio,it ITA,DF,Milan,22,1992,22,21,"1,840",20.4,0,1,1,0,0,0,3,0,0,0.05,0.05,0,0.05,Matches
152,Lorenzo De Silvestri,it ITA,"MF,DF",Sampdoria,27,1988,17,17,"1,392",15.5,1,2,3,1,0,0,4,0,0.06,0.13,0.19,0.06,0.19,Matches
153,Grégoire Defrel,mq MTQ,FW,Sassuolo,24,1991,33,24,"2,050",22.8,7,3,10,7,0,0,3,1,0.31,0.13,0.44,0.31,0.44,Matches
154,Fabio Della Giovanna,it ITA,DF,Inter,18,1997,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
155,Germán Denis,ar ARG,FW,Atalanta,33,1981,15,12,974,10.8,4,1,5,3,1,2,0,0,0.37,0.09,0.46,0.28,0.37,Matches
156,Mattia Destro,it ITA,FW,Bologna,24,1991,27,25,"2,132",23.7,8,3,11,6,2,3,9,0,0.34,0.13,0.46,0.25,0.38,Matches
157,Antonio Di Gaudio,it ITA,"MF,FW",Carpi,25,1989,29,16,"1,505",16.7,3,3,6,3,0,0,2,0,0.18,0.18,0.36,0.18,0.36,Matches
158,Lorenzo Di Livio,it ITA,MF,Roma,18,1997,1,0,21,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
159,Antonio Di Natale,it ITA,FW,Udinese,37,1977,23,12,"1,148",12.8,2,4,6,1,1,1,0,0,0.16,0.31,0.47,0.08,0.39,Matches
160,Modibo Diakité,fr FRA,DF,Frosinone,28,1987,18,18,"1,620",18,1,0,1,1,0,0,3,0,0.06,0,0.06,0.06,0.06,Matches
161,Modibo Diakité,fr FRA,DF,Sampdoria,28,1987,8,7,651,7.2,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
162,Alessandro Diamanti,it ITA,"FW,MF",Atalanta,32,1983,16,9,857,9.5,1,1,2,1,0,0,4,0,0.11,0.11,0.21,0.11,0.21,Matches
163,Amadou Diawara,gn GUI,MF,Bologna,18,1997,34,31,"2,731",30.3,0,1,1,0,0,0,11,2,0,0.03,0.03,0,0.03,Matches
164,Lucas Digne,fr FRA,DF,Roma,22,1993,33,32,"2,857",31.7,3,3,6,3,0,0,4,0,0.09,0.09,0.19,0.09,0.19,Matches
165,Federico Dionisi,it ITA,FW,Frosinone,28,1987,32,28,"2,443",27.1,9,4,13,8,1,1,11,1,0.33,0.15,0.48,0.29,0.44,Matches
166,Assane Dioussé,sn SEN,MF,Empoli,17,1997,15,9,864,9.6,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
167,Berat Djimsiti,al ALB,DF,Atalanta,22,1993,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
168,Dodô,br BRA,"MF,DF",Sampdoria,23,1992,17,16,"1,420",15.8,0,1,1,0,0,0,4,0,0,0.06,0.06,0,0.06,Matches
169,Maurizio Domizzi,it ITA,DF,Udinese,35,1980,5,3,272,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
170,Gianluigi Donnarumma,it ITA,GK,Milan,16,1999,30,30,"2,628",29.2,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
171,Godfred Donsah,gh GHA,MF,Bologna,19,1996,20,18,"1,344",14.9,2,2,4,2,0,0,2,0,0.13,0.13,0.27,0.13,0.27,Matches
172,Boukary Dramé,sn SEN,"DF,MF",Atalanta,30,1985,25,25,"2,050",22.8,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
173,Alfred Duncan,gh GHA,MF,Sassuolo,22,1993,33,27,"2,488",27.6,1,5,6,1,0,0,5,0,0.04,0.18,0.22,0.04,0.22,Matches
174,Paulo Dybala,ar ARG,FW,Juventus,21,1993,34,29,"2,443",27.1,19,9,28,13,6,6,1,0,0.7,0.33,1.03,0.48,0.81,Matches
175,Edin Džeko,ba BIH,FW,Roma,29,1986,31,21,"1,959",21.8,8,6,14,6,2,2,4,1,0.37,0.28,0.64,0.28,0.55,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
176,Blerim Džemaili,ch SUI,MF,Genoa,29,1986,27,22,"1,780",19.8,3,2,5,3,0,0,7,1,0.15,0.1,0.25,0.15,0.25,Matches
177,Edenílson,br BRA,MF,Udinese,25,1989,29,26,"2,204",24.5,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
178,Éder,it ITA,FW,Sampdoria,28,1986,19,19,"1,639",18.2,12,2,14,9,3,3,2,0,0.66,0.11,0.77,0.49,0.6,Matches
179,Éder,it ITA,"FW,MF",Inter,28,1986,14,8,751,8.3,1,0,1,1,0,0,1,0,0.12,0,0.12,0.12,0.12,Matches
180,Simone Edera,it ITA,MF,Torino,18,1997,2,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
181,Rodrigo Ely,br BRA,DF,Milan,21,1993,3,2,172,1.9,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
182,Urby Emanuelson,nl NED,"MF,DF",Hellas Verona,29,1986,11,6,623,6.9,0,1,1,0,0,0,0,0,0,0.14,0.14,0,0.14,Matches
183,Marcelo Estigarribia,py PAR,"DF,MF",Atalanta,27,1987,4,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
184,Patrice Evra,fr FRA,"MF,DF",Juventus,34,1981,26,24,"2,044",22.7,2,3,5,2,0,0,6,1,0.09,0.13,0.22,0.09,0.22,Matches
185,Diego Falcinelli,it ITA,FW,Sassuolo,24,1991,26,11,"1,117",12.4,2,1,3,1,1,1,1,0,0.16,0.08,0.24,0.08,0.16,Matches
186,Filippo Falco,it ITA,FW,Bologna,23,1992,9,1,222,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
187,Iago Falque,es ESP,"FW,MF",Roma,25,1990,22,13,"1,167",13,2,2,4,2,0,0,1,0,0.15,0.15,0.31,0.15,0.31,Matches
188,Mohamed Fares,dz ALG,"DF,MF",Hellas Verona,19,1996,11,7,545,6.1,0,1,1,0,0,0,2,0,0,0.17,0.17,0,0.17,Matches
189,Alexander Farnerud,se SWE,MF,Torino,31,1984,5,0,97,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
190,Andrea Favilli,it ITA,FW,Juventus,18,1997,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
191,Matteo Fedele,ch SUI,MF,Carpi,23,1992,8,8,564,6.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
192,Bruno Fernandes,pt POR,"MF,FW",Udinese,20,1994,31,24,"2,110",23.4,3,4,7,2,1,1,8,1,0.13,0.17,0.3,0.09,0.26,Matches
193,Matías Fernández,cl CHI,MF,Fiorentina,29,1986,22,11,"1,079",12,1,3,4,1,0,0,4,1,0.08,0.25,0.33,0.08,0.33,Matches
194,Fernando,br BRA,MF,Sampdoria,23,1992,35,34,"2,981",33.1,4,2,6,4,0,0,14,0,0.12,0.06,0.18,0.12,0.18,Matches
195,Alex Ferrari,it ITA,DF,Bologna,21,1994,21,13,"1,258",14,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
196,Riccardo Fiamozzi,it ITA,MF,Genoa,22,1993,8,4,480,5.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
197,Diogo Figueiras,pt POR,"MF,DF",Genoa,24,1991,9,7,546,6.1,1,0,1,1,0,0,2,0,0.16,0,0.16,0.16,0.16,Matches
198,Sergio Floccari,it ITA,FW,Bologna,33,1981,18,10,"1,120",12.4,2,0,2,2,0,0,0,0,0.16,0,0.16,0.16,0.16,Matches
199,Sergio Floccari,it ITA,FW,Sassuolo,33,1981,7,5,436,4.8,4,0,4,4,0,0,1,0,0.83,0,0.83,0.83,0.83,Matches
200,Alessandro Florenzi,it ITA,"DF,MF",Roma,24,1991,33,31,"2,719",30.2,7,3,10,7,0,0,4,0,0.23,0.1,0.33,0.23,0.33,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
201,Antonio Floro Flores,it ITA,"FW,MF",Chievo,32,1983,14,8,652,7.2,1,0,1,1,0,0,2,0,0.14,0,0.14,0.14,0.14,Matches
202,Antonio Floro Flores,it ITA,FW,Sassuolo,32,1983,14,8,638,7.1,3,2,5,3,0,0,0,0,0.42,0.28,0.71,0.42,0.71,Matches
203,Alessandro Frara,it ITA,MF,Frosinone,32,1982,20,14,"1,162",12.9,2,0,2,2,0,0,3,0,0.15,0,0.15,0.15,0.15,Matches
204,Remo Freuler,ch SUI,MF,Atalanta,23,1992,6,5,449,5,1,0,1,1,0,0,0,0,0.2,0,0.2,0.2,0.2,Matches
205,Nicolas Frey,fr FRA,DF,Chievo,31,1984,19,17,"1,484",16.5,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
206,Dominik Furman,pl POL,MF,Hellas Verona,23,1992,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
207,Manolo Gabbiadini,it ITA,FW,Napoli,23,1991,23,4,562,6.2,5,3,8,4,1,1,1,0,0.8,0.48,1.28,0.64,1.12,Matches
208,Gabriel,br BRA,GK,Napoli,22,1992,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
209,Roberto Gagliardini,it ITA,MF,Atalanta,21,1994,1,1,81,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
210,Riccardo Gagliolo,se SWE,DF,Carpi,25,1990,31,29,"2,637",29.3,1,0,1,1,0,0,12,1,0.03,0,0.03,0.03,0.03,Matches
211,Serge Gakpé,tg TOG,FW,Genoa,28,1987,13,8,776,8.6,3,1,4,3,0,0,1,0,0.35,0.12,0.46,0.35,0.46,Matches
212,Serge Gakpé,tg TOG,"FW,MF",Atalanta,28,1987,5,0,78,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
213,Alessandro Gamberini,it ITA,DF,Chievo,33,1981,22,22,"1,809",20.1,0,1,1,0,0,0,1,0,0,0.05,0.05,0,0.05,Matches
214,Daniele Gastaldello,it ITA,DF,Bologna,32,1983,26,26,"2,197",24.4,1,2,3,1,0,0,8,1,0.04,0.08,0.12,0.04,0.12,Matches
215,Alessandro Gazzi,it ITA,MF,Torino,32,1983,15,11,967,10.7,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
216,Marcello Gazzola,it ITA,DF,Sassuolo,30,1985,9,4,480,5.3,0,1,1,0,0,0,1,0,0,0.19,0.19,0,0.19,Matches
217,Santiago Gentiletti,ar ARG,DF,Lazio,30,1985,19,19,"1,710",19,0,0,0,0,0,0,10,0,0,0,0,0,0,Matches
218,Gervinho,ci CIV,"FW,MF",Roma,28,1987,14,13,"1,086",12.1,6,1,7,6,0,0,0,0,0.5,0.08,0.58,0.5,0.58,Matches
219,Faouzi Ghoulam,dz ALG,DF,Napoli,24,1991,34,32,"2,918",32.4,0,3,3,0,0,0,3,0,0,0.09,0.09,0,0.09,Matches
220,Emanuele Giaccherini,it ITA,"FW,MF",Bologna,30,1985,28,27,"2,174",24.2,7,0,7,7,0,0,7,0,0.29,0,0.29,0.29,0.29,Matches
221,Alberto Gilardino,it ITA,FW,Palermo,33,1982,33,26,"2,350",26.1,10,2,12,10,0,0,4,0,0.38,0.08,0.46,0.38,0.46,Matches
222,Gilberto,br BRA,"DF,MF",Hellas Verona,22,1993,5,0,183,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
223,Gilberto,br BRA,MF,Fiorentina,22,1993,5,3,282,3.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
224,Luigi Giorgi,it ITA,MF,Atalanta,28,1987,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
225,Kamil Glik,pl POL,DF,Torino,27,1988,33,33,"2,970",33,0,0,0,0,0,0,11,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
226,Assane Gnoukouri,ci CIV,MF,Inter,18,1996,2,1,57,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
227,Massimo Gobbi,it ITA,DF,Chievo,34,1980,34,31,"2,788",31,0,1,1,0,0,0,7,0,0,0.03,0.03,0,0.03,Matches
228,Edoardo Goldaniga,it ITA,DF,Palermo,21,1993,17,14,"1,213",13.5,2,0,2,2,0,0,5,0,0.15,0,0.15,0.15,0.15,Matches
229,Pierluigi Gollini,it ITA,GK,Hellas Verona,20,1995,26,25,"2,320",25.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
230,Papu Gómez,ar ARG,FW,Atalanta,27,1988,34,33,"2,810",31.2,7,7,14,7,0,0,4,1,0.22,0.22,0.45,0.22,0.45,Matches
231,Giancarlo González,cr CRC,DF,Palermo,27,1988,35,35,"3,137",34.9,2,0,2,2,0,0,11,0,0.06,0,0.06,0.06,0.06,Matches
232,Mirko Gori,it ITA,MF,Frosinone,22,1993,28,26,"2,162",24,0,0,0,0,0,0,10,1,0,0,0,0,0,Matches
233,Alberto Grassi,it ITA,MF,Atalanta,20,1995,13,13,974,10.8,0,0,0,0,0,0,5,1,0,0,0,0,0,Matches
234,Leandro Greco,it ITA,MF,Hellas Verona,29,1986,26,22,"1,892",21,1,0,1,1,0,0,7,0,0.05,0,0.05,0.05,0.05,Matches
235,Fredy Guarín,co COL,MF,Inter,29,1986,16,11,971,10.8,1,1,2,1,0,0,7,0,0.09,0.09,0.19,0.09,0.19,Matches
236,Robert Gucher,at AUT,MF,Frosinone,24,1991,24,15,"1,372",15.2,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
237,Guilherme,br BRA,MF,Udinese,24,1991,5,4,338,3.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
238,Jonathan de Guzmán,nl NED,FW,Carpi,27,1987,5,1,115,1.3,1,0,1,0,1,1,0,0,0.78,0,0.78,0,0,Matches
239,Norbert Gyömbér,sk SVK,"DF,MF",Roma,23,1992,6,0,99,1.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
240,Emil Hallfreðsson,is ISL,MF,Udinese,31,1984,11,7,662,7.4,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
241,Emil Hallfreðsson,is ISL,MF,Hellas Verona,31,1984,16,15,"1,209",13.4,0,1,1,0,0,0,8,0,0,0.07,0.07,0,0.07,Matches
242,Marek Hamšík,sk SVK,MF,Napoli,28,1987,38,38,"3,220",35.8,6,11,17,5,1,2,0,0,0.17,0.31,0.48,0.14,0.45,Matches
243,Samir Handanović,si SVN,GK,Inter,31,1984,36,36,"3,240",36,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
244,Filip Helander,se SWE,DF,Hellas Verona,22,1993,24,21,"1,867",20.7,2,0,2,2,0,0,4,0,0.1,0,0.1,0.1,0.1,Matches
245,Hernanes,br BRA,MF,Inter,30,1985,2,0,52,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
246,Hernanes,br BRA,"MF,FW",Juventus,30,1985,14,10,863,9.6,1,1,2,1,0,0,6,0,0.1,0.1,0.21,0.1,0.21,Matches
247,Përparim Hetemaj,fi FIN,MF,Chievo,28,1986,28,26,"2,255",25.1,1,0,1,1,0,0,7,0,0.04,0,0.04,0.04,0.04,Matches
248,Thomas Heurtaux,fr FRA,DF,Udinese,27,1988,15,10,"1,075",11.9,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
249,Gonzalo Higuaín,ar ARG,FW,Napoli,27,1987,35,35,"2,958",32.9,36,2,38,33,3,3,2,1,1.1,0.06,1.16,1,1.06,Matches
250,Oscar Hiljemark,se SWE,MF,Palermo,23,1992,37,36,"2,889",32.1,4,5,9,4,0,0,4,0,0.12,0.16,0.28,0.12,0.28,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
251,Wesley Hoedt,nl NED,DF,Lazio,21,1994,25,24,"2,049",22.8,0,0,0,0,0,0,4,1,0,0,0,0,0,Matches
252,Keisuke Honda,jp JPN,MF,Milan,29,1986,30,23,"1,925",21.4,1,3,4,1,0,0,2,0,0.05,0.14,0.19,0.05,0.19,Matches
253,Elseid Hysaj,al ALB,DF,Napoli,21,1994,37,37,"3,281",36.5,0,2,2,0,0,0,5,0,0,0.05,0.05,0,0.05,Matches
254,Víctor Ibarbo,co COL,"FW,MF",Roma,25,1990,2,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
255,Mauro Icardi,ar ARG,FW,Inter,22,1993,33,32,"2,584",28.7,16,4,20,15,1,2,1,0,0.56,0.14,0.7,0.52,0.66,Matches
256,Salvador Ichazo,uy URU,GK,Torino,23,1992,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
257,Josip Iličić,si SVN,MF,Fiorentina,27,1988,30,24,"1,907",21.2,13,5,18,6,7,7,2,0,0.61,0.24,0.85,0.28,0.52,Matches
258,Ciro Immobile,it ITA,FW,Torino,25,1990,14,11,987,11,5,2,7,3,2,3,2,0,0.46,0.18,0.64,0.27,0.46,Matches
259,Roberto Inglese,it ITA,FW,Chievo,23,1991,26,14,"1,383",15.4,3,1,4,3,0,0,3,0,0.2,0.07,0.26,0.2,0.26,Matches
260,Lorenzo Insigne,it ITA,"FW,MF",Napoli,24,1991,37,34,"2,598",28.9,12,10,22,10,2,2,2,0,0.42,0.35,0.76,0.35,0.69,Matches
261,Artur Ioniță,md MDA,"MF,FW",Hellas Verona,24,1990,31,27,"2,378",26.4,4,2,6,4,0,0,2,0,0.15,0.08,0.23,0.15,0.23,Matches
262,Mauricio Isla,cl CHI,"DF,MF",Juventus,27,1988,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
263,Juan Iturbe,py PAR,FW,Roma,22,1993,12,3,407,4.5,1,0,1,1,0,0,1,0,0.22,0,0.22,0.22,0.22,Matches
264,Manuel Iturra,cl CHI,MF,Udinese,31,1984,17,14,"1,023",11.4,0,1,1,0,0,0,8,0,0,0.09,0.09,0,0.09,Matches
265,Dávid Ivan,sk SVK,MF,Sampdoria,20,1995,21,12,"1,100",12.2,1,0,1,1,0,0,5,1,0.08,0,0.08,0.08,0.08,Matches
266,Armando Izzo,it ITA,DF,Genoa,23,1992,33,30,"2,705",30.1,0,1,1,0,0,0,8,2,0,0.03,0.03,0,0.03,Matches
267,Mato Jajalo,ba BIH,MF,Palermo,27,1988,28,24,"2,033",22.6,0,1,1,0,0,0,8,0,0,0.04,0.04,0,0.04,Matches
268,Boško Janković,rs SRB,"FW,MF",Hellas Verona,31,1984,15,11,894,9.9,1,0,1,1,0,0,4,1,0.1,0,0.1,0.1,0.1,Matches
269,Pontus Jansson,se SWE,DF,Torino,24,1991,7,6,616,6.8,1,0,1,1,0,0,1,0,0.15,0,0.15,0.15,0.15,Matches
270,Juan Jesus,br BRA,DF,Inter,24,1991,19,16,"1,413",15.7,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
271,Nigel de Jong,nl NED,MF,Milan,30,1984,5,5,370,4.1,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
272,Jorginho,it ITA,MF,Napoli,23,1991,35,32,"2,915",32.4,0,4,4,0,0,0,11,1,0,0.12,0.12,0,0.12,Matches
273,Stevan Jovetić,me MNE,"FW,MF",Inter,25,1989,26,18,"1,516",16.8,6,2,8,5,1,1,4,0,0.36,0.12,0.47,0.3,0.42,Matches
274,Juanito,ar ARG,FW,Hellas Verona,30,1985,33,19,"1,842",20.5,1,0,1,1,0,0,3,0,0.05,0,0.05,0.05,0.05,Matches
275,Omar El Kaddouri,ma MAR,MF,Napoli,24,1990,20,0,251,2.8,1,2,3,1,0,0,1,0,0.36,0.72,1.08,0.36,1.08,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
276,Nikola Kalinić,hr CRO,FW,Fiorentina,27,1988,36,25,"2,576",28.6,12,3,15,12,0,1,5,0,0.42,0.1,0.52,0.42,0.52,Matches
277,Abdelhamid El Kaoutari,ma MAR,DF,Palermo,25,1990,7,7,630,7,1,0,1,1,0,0,2,0,0.14,0,0.14,0.14,0.14,Matches
278,Orestis Karnezis,gr GRE,GK,Udinese,30,1985,38,38,"3,420",38,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
279,Seydou Keita,ml MLI,MF,Roma,35,1980,20,16,"1,367",15.2,1,0,1,1,0,0,4,0,0.07,0,0.07,0.07,0.07,Matches
280,Sami Khedira,de GER,MF,Juventus,28,1987,20,20,"1,528",17,5,4,9,5,0,0,3,1,0.29,0.24,0.53,0.29,0.53,Matches
281,Ricardo Kishna,nl NED,"MF,FW",Lazio,20,1995,11,7,558,6.2,2,0,2,2,0,0,0,0,0.32,0,0.32,0.32,0.32,Matches
282,Miroslav Klose,de GER,FW,Lazio,37,1978,24,14,"1,357",15.1,7,7,14,6,1,1,3,0,0.46,0.46,0.93,0.4,0.86,Matches
283,Geoffrey Kondogbia,cf CTA,MF,Inter,22,1993,26,23,"1,988",22.1,1,0,1,1,0,0,6,1,0.05,0,0.05,0.05,0.05,Matches
284,Panagiotis Kone,gr GRE,MF,Udinese,28,1987,5,2,232,2.6,0,1,1,0,0,0,1,1,0,0.39,0.39,0,0.39,Matches
285,Panagiotis Kone,gr GRE,MF,Fiorentina,28,1987,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
286,Abdoulay Konko,fr FRA,DF,Lazio,31,1984,18,17,"1,529",17,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
287,Kalidou Koulibaly,sn SEN,DF,Napoli,24,1991,33,32,"2,888",32.1,0,0,0,0,0,0,11,0,0,0,0,0,0,Matches
288,Emil Krafth,se SWE,DF,Bologna,20,1994,4,2,146,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
289,Oliver Kragl,de GER,"FW,MF",Frosinone,25,1990,15,12,925,10.3,1,0,1,1,0,0,4,0,0.1,0,0.1,0.1,0.1,Matches
290,Nenad Krstičić,rs SRB,MF,Sampdoria,25,1990,10,6,544,6,0,1,1,0,0,0,5,0,0,0.17,0.17,0,0.17,Matches
