Playing Time,,,,Performance,,,,,,,,Per 90 Minutes,,,,,,,,,,,,
437,Giampiero Pinzi,it ITA,MF,Chievo,34,1981,18,9,994,11,0,0,0,0,0,0,7,0,0,0,0,0,0,Matches
438,Iván Piris,py PAR,DF,Udinese,26,1989,27,20,"1,869",20.8,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
439,Eros Pisano,it ITA,DF,Hellas Verona,28,1987,34,33,"2,904",32.3,5,0,5,5,0,0,7,0,0.15,0,0.15,0.15,0.15,Matches
440,Alessandro Piu,it ITA,FW,Empoli,19,1996,10,2,219,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
441,Miralem Pjanić,ba BIH,MF,Roma,25,1990,33,30,"2,649",29.4,10,12,22,9,1,1,11,1,0.34,0.41,0.75,0.31,0.71,Matches
442,Paul Pogba,fr FRA,MF,Juventus,22,1993,35,33,"3,019",33.5,8,12,20,7,1,2,10,0,0.24,0.36,0.6,0.21,0.57,Matches
443,Andrea Poli,it ITA,MF,Milan,25,1989,18,4,581,6.5,0,1,1,0,0,0,1,0,0,0.15,0.15,0,0.15,Matches
444,Fabrizio Poli,it ITA,"DF,MF",Carpi,26,1989,10,10,848,9.4,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
445,Matteo Politano,it ITA,FW,Sassuolo,21,1993,28,11,"1,045",11.6,5,2,7,5,0,0,3,0,0.43,0.17,0.6,0.43,0.6,Matches
446,Ronaldo Pompeu,br BRA,MF,Empoli,25,1990,3,1,107,1.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
447,Andrés Ponce,ve VEN,FW,Sampdoria,18,1996,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
448,Filippo Porcari,it ITA,MF,Carpi,31,1984,4,2,184,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
449,Josip Posavec,hr CRO,GK,Palermo,19,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
450,Sanjin Prcić,ba BIH,MF,Torino,21,1993,2,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
451,Vasyl Pryima,ua UKR,DF,Frosinone,24,1991,5,3,295,3.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
452,Manuel Pucciarelli,it ITA,FW,Empoli,24,1991,38,33,"3,033",33.7,6,3,9,6,0,0,1,0,0.18,0.09,0.27,0.18,0.27,Matches
453,Maurizio Pugliesi,it ITA,GK,Empoli,38,1976,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
454,Erick Pulgar,cl CHI,MF,Bologna,21,1994,13,6,689,7.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
455,Fabio Quagliarella,it ITA,FW,Torino,32,1983,16,16,"1,349",15,5,0,5,4,1,1,0,0,0.33,0,0.33,0.27,0.27,Matches
456,Fabio Quagliarella,it ITA,FW,Sampdoria,32,1983,16,13,"1,223",13.6,3,0,3,3,0,0,1,0,0.22,0,0.22,0.22,0.22,Matches
457,Robin Quaison,se SWE,"FW,MF",Palermo,21,1993,30,14,"1,511",16.8,1,2,3,1,0,0,5,0,0.06,0.12,0.18,0.06,0.18,Matches
458,Ivan Radovanović,rs SRB,MF,Chievo,26,1988,26,25,"2,076",23.1,0,0,0,0,0,0,9,0,0,0,0,0,0,Matches
459,Ștefan Radu,ro ROU,DF,Lazio,28,1986,13,13,"1,089",12.1,0,1,1,0,0,0,3,1,0,0.08,0.08,0,0.08,Matches
460,Boris Radunović,rs SRB,GK,Atalanta,19,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
461,Rafael,br BRA,GK,Hellas Verona,33,1982,12,12,"1,010",11.2,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
462,Cristian Raimondi,it ITA,"DF,MF",Atalanta,34,1981,18,6,757,8.4,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
463,Andrea Ranocchia,it ITA,DF,Sampdoria,27,1988,14,13,"1,143",12.7,0,0,0,0,0,0,6,1,0,0,0,0,0,Matches
464,Andrea Ranocchia,it ITA,DF,Inter,27,1988,10,1,218,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
465,Ante Rebić,hr CRO,"MF,FW",Hellas Verona,21,1993,10,6,571,6.3,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
466,Ante Rebić,hr CRO,"FW,MF",Fiorentina,21,1993,4,3,228,2.5,1,0,1,1,0,0,2,0,0.39,0,0.39,0.39,0.39,Matches
467,Vasco Regini,it ITA,DF,Sampdoria,24,1990,14,14,"1,205",13.4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
468,Vasco Regini,it ITA,DF,Napoli,24,1990,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
469,Pepe Reina,es ESP,GK,Napoli,32,1982,37,37,"3,330",37,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
470,Luca Rigoni,it ITA,MF,Genoa,30,1984,18,14,"1,197",13.3,3,2,5,3,0,0,4,0,0.23,0.15,0.38,0.23,0.38,Matches
471,Luca Rigoni,it ITA,MF,Palermo,30,1984,10,8,695,7.7,1,0,1,1,0,0,1,1,0.13,0,0.13,0.13,0.13,Matches
472,Nicola Rigoni,it ITA,MF,Chievo,24,1990,28,22,"1,986",22.1,3,1,4,3,0,0,7,0,0.14,0.05,0.18,0.14,0.18,Matches
473,Tomás Rincón,ve VEN,MF,Genoa,27,1988,33,33,"2,927",32.5,3,6,9,3,0,0,9,0,0.09,0.18,0.28,0.09,0.28,Matches
474,Andrea Rispoli,it ITA,MF,Palermo,26,1988,22,16,"1,423",15.8,0,4,4,0,0,0,3,0,0,0.25,0.25,0,0.25,Matches
475,Luca Rizzo,it ITA,"FW,MF",Bologna,23,1992,23,17,"1,447",16.1,0,2,2,0,0,0,3,1,0,0.12,0.12,0,0.12,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
476,Michele Rocca,it ITA,MF,Sampdoria,19,1996,1,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
477,Alejandro Rodríguez,es ESP,FW,Sampdoria,24,1991,6,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
478,Gonzalo Rodríguez,ar ARG,DF,Fiorentina,31,1984,35,35,"3,140",34.9,4,0,4,4,0,0,7,0,0.11,0,0.11,0.11,0.11,Matches
479,Alessio Romagnoli,it ITA,DF,Milan,20,1995,34,33,"2,944",32.7,0,0,0,0,0,0,9,1,0,0,0,0,0,Matches
480,Simone Romagnoli,it ITA,DF,Carpi,25,1990,30,30,"2,637",29.3,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
481,Rômulo,it ITA,"DF,MF",Hellas Verona,28,1987,9,0,266,3,0,1,1,0,0,0,0,0,0,0.34,0.34,0,0.34,Matches
482,Facundo Roncaglia,ar ARG,DF,Fiorentina,28,1987,30,26,"2,435",27.1,1,0,1,1,0,0,9,0,0.04,0,0.04,0.04,0.04,Matches
483,Marten de Roon,nl NED,MF,Atalanta,24,1991,36,35,"3,089",34.3,1,2,3,1,0,0,10,1,0.03,0.06,0.09,0.03,0.09,Matches
484,Aleandro Rosi,it ITA,DF,Frosinone,28,1987,27,24,"2,175",24.2,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
485,Luca Rossettini,it ITA,DF,Bologna,30,1985,29,28,"2,540",28.2,3,1,4,3,0,0,5,0,0.11,0.04,0.14,0.11,0.14,Matches
486,Giuseppe Rossi,it ITA,"FW,MF",Fiorentina,28,1987,11,4,373,4.1,0,2,2,0,0,0,1,0,0,0.48,0.48,0,0.48,Matches
487,Antonio Rüdiger,de GER,DF,Roma,22,1993,30,29,"2,635",29.3,2,0,2,2,0,0,4,0,0.07,0,0.07,0.07,0.07,Matches
488,Daniele Rugani,it ITA,DF,Juventus,21,1994,17,11,"1,167",13,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
489,Mário Rui,pt POR,DF,Empoli,24,1991,36,36,"3,240",36,0,2,2,0,0,0,7,1,0,0.06,0.06,0,0.06,Matches
490,Adriano Russo,it ITA,DF,Frosinone,28,1987,10,9,883,9.8,1,0,1,1,0,0,2,0,0.1,0,0.1,0.1,0.1,Matches
491,Stefano Sabelli,it ITA,"MF,DF",Carpi,22,1993,7,6,558,6.2,1,0,1,1,0,0,1,0,0.16,0,0.16,0.16,0.16,Matches
492,Umar Sadiq,ng NGA,"MF,FW",Roma,18,1997,6,2,189,2.1,2,0,2,2,0,0,0,0,0.95,0,0.95,0.95,0.95,Matches
493,Jacopo Sala,it ITA,"MF,DF",Hellas Verona,23,1991,18,17,"1,477",16.4,0,1,1,0,0,0,6,0,0,0.06,0.06,0,0.06,Matches
494,Jacopo Sala,it ITA,"MF,DF",Sampdoria,23,1991,5,3,196,2.2,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
495,Mohamed Salah,eg EGY,"FW,MF",Roma,23,1992,34,32,"2,723",30.3,14,6,20,14,0,0,2,1,0.46,0.2,0.66,0.46,0.66,Matches
496,Paolo Sammarco,it ITA,MF,Frosinone,32,1983,28,25,"2,322",25.8,4,1,5,4,0,0,7,0,0.16,0.04,0.19,0.16,0.19,Matches
497,Alex Sandro,br BRA,"MF,DF",Juventus,24,1991,22,15,"1,501",16.7,2,3,5,2,0,0,6,1,0.12,0.18,0.3,0.12,0.3,Matches
498,Nicola Sansone,it ITA,FW,Sassuolo,23,1991,37,28,"2,542",28.2,7,4,11,7,0,0,8,0,0.25,0.14,0.39,0.25,0.39,Matches
499,Davide Santon,it ITA,DF,Inter,24,1991,12,11,974,10.8,0,1,1,0,0,0,1,0,0,0.09,0.09,0,0.09,Matches
500,Samir Santos,br BRA,DF,Hellas Verona,20,1994,3,3,270,3,1,0,1,1,0,0,1,0,0.33,0,0.33,0.33,0.33,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
501,Riccardo Saponara,it ITA,"MF,FW",Empoli,23,1991,33,32,"2,629",29.2,5,11,16,5,0,1,6,1,0.17,0.38,0.55,0.17,0.55,Matches
502,Gennaro Sardo,it ITA,DF,Chievo,36,1979,6,3,331,3.7,1,0,1,1,0,0,3,0,0.27,0,0.27,0.27,0.27,Matches
503,Andrea Seculin,it ITA,GK,Chievo,25,1990,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
504,Stephan El Shaarawy,it ITA,"FW,MF",Roma,22,1992,16,15,"1,191",13.2,8,2,10,8,0,0,0,0,0.6,0.15,0.76,0.6,0.76,Matches
505,Franco Signorelli,ve VEN,MF,Empoli,24,1991,1,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
506,Luca Siligardi,it ITA,"MF,FW",Hellas Verona,27,1988,28,17,"1,407",15.6,2,0,2,2,0,0,1,0,0.13,0,0.13,0.13,0.13,Matches
507,Gabriel Silva,br BRA,MF,Genoa,24,1991,11,8,769,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
508,Gabriel Silva,br BRA,"MF,DF",Carpi,24,1991,16,14,"1,282",14.2,0,2,2,0,0,0,4,0,0,0.14,0.14,0,0.14,Matches
509,Gastón Silva,uy URU,"MF,DF",Torino,21,1994,12,10,895,9.9,0,1,1,0,0,0,3,0,0,0.1,0.1,0,0.1,Matches
510,Matías Silvestre,ar ARG,DF,Sampdoria,30,1984,25,21,"1,975",21.9,0,0,0,0,0,0,7,0,0,0,0,0,0,Matches
511,Maicon Sisenando,br BRA,DF,Roma,34,1981,15,12,"1,007",11.2,1,2,3,1,0,0,2,1,0.09,0.18,0.27,0.09,0.27,Matches
512,Łukasz Skorupski,pl POL,GK,Empoli,24,1991,31,31,"2,790",31,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
513,Milan Škriniar,sk SVK,DF,Sampdoria,20,1995,3,2,105,1.2,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
514,Danilo Soddimo,it ITA,"MF,FW",Frosinone,27,1987,28,20,"1,793",19.9,1,2,3,1,0,0,10,1,0.05,0.1,0.15,0.05,0.15,Matches
515,Roberto Soriano,it ITA,MF,Sampdoria,24,1991,37,33,"2,816",31.3,8,4,12,8,0,0,7,0,0.26,0.13,0.38,0.26,0.38,Matches
516,Stefano Sorrentino,it ITA,GK,Palermo,36,1979,35,35,"3,096",34.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
517,Samuel Souprayen,fr FRA,DF,Hellas Verona,26,1989,20,18,"1,584",17.6,0,0,0,0,0,0,5,1,0,0,0,0,0,Matches
518,Nicolás Spolli,ar ARG,"DF,MF",Carpi,32,1983,4,4,325,3.6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
519,Nicolás Spolli,ar ARG,DF,Chievo,32,1983,10,8,770,8.6,0,0,0,0,0,0,4,1,0,0,0,0,0,Matches
520,Marco Sportiello,it ITA,GK,Atalanta,23,1992,36,36,"3,240",36,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
521,Guglielmo Stendardo,it ITA,DF,Atalanta,34,1981,15,12,"1,112",12.4,1,0,1,1,0,0,4,1,0.08,0,0.08,0.08,0.08,Matches
522,Ivan Strinić,hr CRO,DF,Napoli,28,1987,5,3,253,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
523,Kevin Strootman,nl NED,MF,Roma,25,1990,5,2,190,2.1,0,1,1,0,0,0,1,0,0,0.47,0.47,0,0.47,Matches
524,Aljaž Struna,si SVN,DF,Palermo,24,1990,22,22,"1,836",20.4,1,0,1,1,0,0,11,1,0.05,0,0.05,0.05,0.05,Matches
525,Stefano Sturaro,it ITA,MF,Juventus,22,1993,19,11,"1,026",11.4,1,0,1,1,0,0,6,0,0.09,0,0.09,0.09,0.09,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
526,Emanuele Suagher,it ITA,DF,Carpi,22,1992,9,8,721,8,0,0,0,0,0,0,8,0,0,0,0,0,0,Matches
527,Mario Suárez,es ESP,MF,Fiorentina,28,1987,9,5,456,5.1,1,0,1,1,0,0,3,0,0.2,0,0.2,0.2,0.2,Matches
528,Suso,es ESP,FW,Genoa,21,1993,19,15,"1,166",13,6,1,7,6,0,0,4,0,0.46,0.08,0.54,0.46,0.54,Matches
529,Suso,es ESP,MF,Milan,21,1993,1,1,54,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
530,Wojciech Szczęsny,pl POL,GK,Roma,25,1990,34,34,"3,060",34,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
531,Aaron Tabacchi,it ITA,FW,Bologna,17,1998,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
532,Panagiotis Tachtsidis,gr GRE,MF,Genoa,24,1991,24,7,837,9.3,2,2,4,2,0,0,3,0,0.22,0.22,0.43,0.22,0.43,Matches
533,Saphir Taïder,dz ALG,MF,Bologna,23,1992,29,25,"2,104",23.4,0,1,1,0,0,0,4,0,0,0.04,0.04,0,0.04,Matches
534,Ciprian Tătărușanu,ro ROU,GK,Fiorentina,29,1986,37,37,"3,310",36.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
535,Alex Telles,br BRA,DF,Inter,22,1992,21,18,"1,573",17.5,0,1,1,0,0,0,6,1,0,0.06,0.06,0,0.06,Matches
536,Cristian Tello,es ESP,MF,Fiorentina,23,1991,15,13,"1,072",11.9,2,4,6,2,0,0,1,0,0.17,0.34,0.5,0.17,0.5,Matches
537,Emanuele Terranova,it ITA,DF,Sassuolo,28,1987,6,3,334,3.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
538,Cyril Théréau,fr FRA,FW,Udinese,32,1983,36,34,"2,894",32.2,11,3,14,11,0,0,2,1,0.34,0.09,0.44,0.34,0.44,Matches
539,Rafael Tolói,it ITA,DF,Atalanta,24,1990,24,21,"1,896",21.1,1,0,1,1,0,0,7,1,0.05,0,0.05,0.05,0.05,Matches
540,Nenad Tomović,rs SRB,DF,Fiorentina,27,1987,24,19,"1,673",18.6,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
541,Lorenzo Tonelli,it ITA,DF,Empoli,25,1990,26,26,"2,288",25.4,2,0,2,2,0,0,9,1,0.08,0,0.08,0.08,0.08,Matches
542,Aleksandar Tonev,bg BUL,"MF,FW",Frosinone,25,1990,22,11,"1,086",12.1,0,1,1,0,0,0,2,0,0,0.08,0.08,0,0.08,Matches
543,Luca Toni,it ITA,FW,Hellas Verona,38,1977,23,20,"1,775",19.7,6,0,6,3,3,3,3,0,0.3,0,0.3,0.15,0.15,Matches
544,Vasilis Torosidis,gr GRE,DF,Roma,30,1985,11,6,579,6.4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
545,Francesco Totti,it ITA,"MF,FW",Roma,38,1976,13,2,394,4.4,5,3,8,4,1,1,3,0,1.14,0.69,1.83,0.91,1.6,Matches
546,Aleksandar Trajkovski,mk MKD,"FW,MF",Palermo,22,1992,32,16,"1,654",18.4,3,1,4,3,0,0,2,0,0.16,0.05,0.22,0.16,0.22,Matches
547,Marcello Trotta,it ITA,FW,Sassuolo,22,1992,8,1,200,2.2,1,0,1,1,0,0,0,0,0.45,0,0.45,0.45,0.45,Matches
548,Marco Tumminello,it ITA,FW,Roma,16,1998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
549,Salih Uçan,tr TUR,MF,Roma,21,1994,3,0,43,0.5,0,1,1,0,0,0,0,0,0,2.09,2.09,0,2.09,Matches
550,William Vainqueur,fr FRA,MF,Roma,26,1988,16,4,605,6.7,0,2,2,0,0,0,3,0,0,0.3,0.3,0,0.3,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
551,Mirko Valdifiori,it ITA,MF,Napoli,29,1986,6,6,453,5,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
552,Borja Valero,es ESP,MF,Fiorentina,30,1985,37,35,"3,093",34.4,4,6,10,4,0,0,5,0,0.12,0.17,0.29,0.12,0.29,Matches
553,Franco Vázquez,ar ARG,"FW,MF",Palermo,26,1989,36,36,"3,179",35.3,8,7,15,7,1,1,11,0,0.23,0.2,0.42,0.2,0.4,Matches
554,Matías Vecino,uy URU,MF,Fiorentina,23,1991,30,27,"2,396",26.6,2,1,3,2,0,0,8,0,0.08,0.04,0.11,0.08,0.11,Matches
555,Daniele Verde,it ITA,FW,Frosinone,19,1996,6,1,131,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
556,Simone Verdi,it ITA,"FW,MF",Carpi,23,1992,8,3,273,3,3,0,3,1,2,2,1,0,0.99,0,0.99,0.33,0.33,Matches
557,Joan Verdú,es ESP,MF,Fiorentina,32,1983,5,1,185,2.1,1,0,1,1,0,0,0,0,0.49,0,0.49,0.49,0.49,Matches
558,Roberto Vitiello,it ITA,DF,Palermo,32,1983,10,8,704,7.8,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
559,Giuseppe Vives,it ITA,MF,Torino,35,1980,33,28,"2,549",28.3,1,1,2,1,0,0,10,1,0.04,0.04,0.07,0.04,0.07,Matches
560,Federico Viviani,it ITA,MF,Hellas Verona,23,1992,19,17,"1,592",17.7,3,6,9,3,0,0,5,1,0.17,0.34,0.51,0.17,0.51,Matches
561,Emiliano Viviano,it ITA,GK,Sampdoria,29,1985,37,37,"3,330",37,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
562,Stefan de Vrij,nl NED,DF,Lazio,23,1992,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
563,Šime Vrsaljko,hr CRO,DF,Sassuolo,23,1992,35,35,"3,060",34,0,4,4,0,0,0,9,1,0,0.12,0.12,0,0.12,Matches
564,Molla Wagué,ml MLI,DF,Udinese,24,1991,21,20,"1,691",18.8,0,0,0,0,0,0,6,1,0,0,0,0,0,Matches
565,Silvan Widmer,ch SUI,MF,Udinese,22,1993,27,21,"1,908",21.2,0,2,2,0,0,0,4,0,0,0.09,0.09,0,0.09,Matches
566,Kamil Wilczek,pl POL,FW,Carpi,27,1988,3,1,116,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
567,Paweł Wszołek,pl POL,MF,Hellas Verona,23,1992,26,23,"1,800",20,0,5,5,0,0,0,4,1,0,0.25,0.25,0,0.25,Matches
568,Paweł Wszołek,pl POL,MF,Sampdoria,23,1992,2,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
569,Mattia Zaccagni,it ITA,"FW,MF",Hellas Verona,20,1995,3,0,52,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
570,Cristian Zaccardo,it ITA,DF,Carpi,33,1981,27,26,"2,404",26.7,1,0,1,1,0,0,4,0,0.04,0,0.04,0.04,0.04,Matches
571,Marco Zambelli,it ITA,DF,Empoli,29,1985,19,13,"1,250",13.9,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
572,Cristián Zapata,co COL,DF,Milan,28,1986,16,14,"1,335",14.8,1,0,1,1,0,0,4,0,0.07,0,0.07,0.07,0.07,Matches
573,Duván Zapata,co COL,FW,Udinese,24,1991,25,15,"1,518",16.9,8,2,10,8,0,0,6,0,0.47,0.12,0.59,0.47,0.59,Matches
574,Davide Zappacosta,it ITA,MF,Torino,23,1992,25,13,"1,266",14.1,1,1,2,1,0,0,3,0,0.07,0.07,0.14,0.07,0.14,Matches
575,Massimo Zappino,br BRA,GK,Frosinone,34,1981,4,3,331,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
576,Mauro Zárate,ar ARG,"MF,FW",Fiorentina,28,1987,15,6,704,7.8,3,1,4,3,0,0,2,1,0.38,0.13,0.51,0.38,0.51,Matches
577,Simone Zaza,it ITA,FW,Juventus,24,1991,19,5,673,7.5,5,0,5,5,0,0,6,1,0.67,0,0.67,0.67,0.67,Matches
578,Piotr Zieliński,pl POL,MF,Empoli,21,1994,35,35,"3,026",33.6,5,4,9,5,0,0,6,1,0.15,0.12,0.27,0.15,0.27,Matches
579,Franco Zuculini,ar ARG,MF,Bologna,24,1990,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
580,Ervin Zukanović,ba BIH,DF,Sampdoria,28,1987,16,14,"1,331",14.8,3,0,3,3,0,0,5,1,0.2,0,0.2,0.2,0.2,Matches
581,Ervin Zukanović,ba BIH,DF,Roma,28,1987,9,6,523,5.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
582,Juan Zúñiga,co COL,"MF,FW",Bologna,29,1985,9,3,453,5,0,1,1,0,0,0,0,0,0,0.2,0.2,0,0.2,Matches
583,Filip Đorđević,rs SRB,FW,Lazio,27,1987,27,16,"1,292",14.4,3,2,5,3,0,0,1,1,0.21,0.14,0.35,0.21,0.35,Matches
584,Uroš Đurđević,me MNE,FW,Palermo,21,1994,14,5,477,5.3,2,1,3,2,0,0,2,0,0.38,0.19,0.57,0.38,0.57,Matches